"group","person","url"
"TRACKTOR BOWLING","КСЕНИЯ ЗАЦЕПИН",""
"TRACKTOR BOWLING","НИКОЛАЙ ВОЩИЛОВ",""
"TRACKTOR BOWLING","ИЛЬЯС НИЗАМОВ",""
"TRACKTOR BOWLING","АНДРЕЙ ПОНАСУТКИН",""
"TRACKTOR BOWLING","ДЕМИДЕНКО, ВИТАЛИЙ АЛЕКСАНДРОВИЧ","https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%BC%D0%B8%D0%B4%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
"TRACKTOR BOWLING","СТЕПАН ЧЕТВЕРИКОВ",""
"TRACKTOR BOWLING","ЛЮДМИЛА ДЕМИНА",""
"TRACKTOR BOWLING","КОНСТАНТИН КОВРОВ",""
"TRACKTOR BOWLING","АНТОН ДЬЯЧЕНКО",""
"TRACKTOR BOWLING","АЛЕКСЕЙ НАЗАРЧУК",""
"TRACKTOR BOWLING","АФАНАСИЙ БАНАСИОС",""
"TRACKTOR BOWLING","АНДРЕЙ МЕЛЬНИКОВ",""
"TRACKTOR BOWLING","ДМИТРИЙ ПЕТРОВ",""
"TRACKTOR BOWLING","ХРОМЫХ, ДЕНИС СЕРГЕЕВИЧ",""
"TRAD. ATTACK!","SANDRA SILLAMAA",""
"TRAD. ATTACK!","JALMAR VABARNA",""
"TRAFF!C","АННА МЕНЯЙЛЕНКО",""
"TRAFF!C","СЕРГIЙ ПАСМОР",""
"TRAFF!C","МАРИНА ЛУТЧЕНКО",""
"TRAFF!C","АЛЕКСЕЙ МОРОЗОВ",""
"TRAFF!C","ШЕРО",""
"TRAFF!C","АНДРЕЙ МЕДВЕДЬ",""
"TRAFF!C","СЕРГЕЙ ВАСЮТА",""
"TRAFFIC","SILVER LAAS",""
"TRAFFIC","ROBERT VAIGLA","https://et.wikipedia.org/wiki/Robert_Vaigla"
"TRAFFIC","STIG RÄSTA",""
"TRAFFIC","TÕNIS KIVISILD",""
"TRAFFIC","IVO PRIILINN",""
"TRAFFIC","REIGO AHVEN",""
"TRAFFIX","КУЛАКОВ, ЕВГЕНИЙ ВЛАДИМИРОВИЧ",""
"TRAMPLĪNI","JĀNIS BIRZNIEKS",""
"TRAMPLĪNI","ANETE KOZLOVSKA",""
"TRAMPLĪNI","ULDIS KOZLOVSKIS",""
"TRAMPLĪNI","JĀNIS BARLO",""
"TRAMPLĪNI","KRISTS SOLOVEJS",""
"TRAMPLĪNI","AIGARS CELMS",""
"TRAMPLĪNI","ARNIS RAČINSKIS",""
"TRANZĪTS","ANDREJS NAKOSKINS",""
"TRANZĪTS","RALFS RUBENIS",""
"TRANZĪTS","EDIJS ALEKSEJEVS",""
"TRANZĪTS","GUNĀRS AMBERGS",""
"TRANZĪTS","АНДРЕЙ НАКОСКИН",""
"TRANZĪTS","ANDREJS NAKOSKINS",""
"TRANZĪTS","RALFS RUBENIS",""
"TRANZĪTS","ARTURS KUZIKS",""
"TRANZĪTS","ALDIS ZAĻŪKSNIS",""
"TRANZĪTS","АРТУР КУЗИК",""
"TRAUMA MORALIS","RIHARDS BRAŽINSKIS",""
"TRAUMA MORALIS","JĀNIS ZVĒRS",""
"TRAUMA MORALIS","MĀRIS KAURĀTS",""
"TRAVEL TO THE NIGHT","САМОСВАТ, МАКСИМ ВЯЧЕСЛАВОВИЧ",""
"TREK","ВИТАЛИЙ НИКУЛЯК",""
"TREK","ЮРИЙ МИРОШНИЧЕНКО",""
"TREK","ВАСИЛЬЕВ, ФЕДОР ВИКТОРОВИЧ",""
"TREK","ВЛАДИМИР КОРОЛЬ",""
"TREK","ВЯЧЕСЛАВ ЧЕРВЯКОВ",""
"TREK","ОЛЕГ БЕЛЯНСКИЙ",""
"TREK","ВИТАЛИЙ ЛУКЬЯНОВ",""
"TREK","АЛЕКСАНДР ОБЛАЧНОВ",""
"TREK","НИКОЛАЙ ПОНОМАРЕВ",""
"TREK","АЛЕКСАНДР ГОНЧАРОВ",""
"TREK","ПЕТР РАТНЕР",""
"TREK","ВЛАДИМИР КОТОВ",""
"TREKINORDA","ВОРОНОВ, АЛЕКСАНДР ЕГОРОВИЧ",""
"TRI-TONES","IGOR GOLOVENKO",""
"TRI-TONES","PEETER KARO",""
"TRI-TONES","ARTUR SKRÕPNIK",""
"TRIANGLE SUN","КНЯЗЕВ, АЛЕКСАНДР МИХАЙЛОВИЧ","https://ru.wikipedia.org/wiki/%D0%9A%D0%BD%D1%8F%D0%B7%D0%B5%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87_(%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B0%D0%BD%D1%82)"
"TRIANGLE SUN","ВАДИМ КАПУСТИН",""
"TRIBAL MASSIVE ORCHESTRA","ДМИТРИЙ ФЕДОРОВ 1",""
"TRIBES OF THE CITY","ANDREJS VASILJEVS",""
"TRIBES OF THE CITY","INTS BARKANS",""
"TRIBES OF THE CITY","КСЕНИЯ СУНДЕЕВА",""
"TRIBES OF THE CITY","СЕРГЕЙ ЯРАМИШЯН",""
"TRIBES OF THE CITY","KSENIJA SUNDEJEVA",""
"TRIBES OF THE CITY","SERGEJS JARAMISJANS",""
"TRIBES OF THE CITY","КОМАРОВ, ВЛАДИМИР АНДРЕЕВИЧ",""
"TRIBES OF THE CITY","MIHAILS SERGEJEVS",""
"TRIBES OF THE CITY","JURIS JUSTS",""
"TRIGON","ANATOL ŞTEFĂNEŢ",""
"TRIGON","DOREL BURLACU",""
"TRIGON","SERGIU TESTEMIŢEANU",""
"TRIGON","GARRI TVERDOHLEB",""
"TRIGON","OLEG BALTAGA",""
"TRIGON","VALENTIN BOGHEAN",""
"TRIGON","ALEXANDRU MURZAC",""
"TRINE ASPECT","ДМИТРИЙ ЧЕРНИКОВ",""
"TRINITY","ОЛЕГ ИЗОТОВ",""
"TRINITY","СИМОНОВ, НИКИТА ВАЛЕРЬЕВИЧ",""
"TRIO-TINGER-TANGER","CÄTLIN MÄGI",""
"TRIPHEAD","АРТЕМ АСЛАНОВ",""
"TRIPLE V","НИГАТИВ",""
"TRIPLEMISSION","LIINA LUIK",""
"TRIPLEMISSION","LILY LUIK",""
"TRIPLEMISSION","LEILA LUIK",""
"TRIPLEX","АЛЕКСЕЙ ПЕТИН",""
"TRIPLEX","АНДРЕЙ ИВАНОВ 1",""
"TRIPLEX","АНДРЕЙ АНДРЕЕВ 1",""
"TRIPLEX","АНДРЕЙ ПОТАПОВ",""
"TRIZNA","АНДРЕЙ ГУКЛЕНГОФ",""
"TRIZNA","КРЫЛОВ, АЛЕКСАНДР","https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%8B%D0%BB%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_(%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B0%D0%BD%D1%82)"
"TRIZNA","ДАНИИЛ ЗАХАРЕНКОВ",""
"TRIZNA","ДМИТРИЙ СКОПИН-ПАНЮКОВ",""
"TRIZNA","СТАНИСЛАВ ВОЗНЕСЕНСКИЙ",""
"TRIZNA","КОНСТАНТИН СЕЛЕЗНЕВ",""
"TRIZNA","БОРИСЕНКОВ, ДМИТРИЙ АЛЕКСАНДРОВИЧ",""
"TRIZNA","АЛЕКСАНДРОВ, ИЛЬЯ АНАТОЛЬЕВИЧ","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2,_%D0%98%D0%BB%D1%8C%D1%8F_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
"TRIĀNAS PARKS","EDGARS VIĻUMS",""
"TRIĀNAS PARKS","KRISTAPS ĒRGLIS",""
"TRIĀNAS PARKS","RENĀRS LAZDA",""
"TRIĀNAS PARKS","AGNESE RAKOVSKA",""
"TRIĀNAS PARKS","AIVARS RAKOVSKIS",""
"TRIĀNAS PARKS","ARTŪRS STRAUTIŅŠ",""
"TRUBETSKOY","ПАВЕЛ ТРАЦЯК","https://be.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B2%D0%B5%D0%BB_%D0%A2%D1%80%D0%B0%D1%86%D1%8F%D0%BA"
"TRUBETSKOY","АЛЯКСАНДР МЫШКЕВIЧ",""
"TRUBETSKOY","АЛЕСЬ-ФРАНТИШЕК МЫШКЕВИЧ",""
"TRUBETSKOY","РУСЛАН УЛАДЫКА",""
"TRUBETSKOY","ПАВЕЛ БУЛАТНIКАЎ",""
"TRUBETSKOY","ПАВЕЛ ТРЕТЯК",""
"TRUBETSKOY","АЛЕКСАНДР СТОРОЖУК",""
"TRUBETSKOY","АЛЯКСАНДР СТАРАЖУК",""
"TRUBETSKOY","РУСЛАН ВЛАДЫКО",""
"TRUBETSKOY","БУЛАТНИКОВ, ПАВЕЛ ОЛЕГОВИЧ",""
"TRUE ENEMY","JURIS ŠTEINFELDS",""
"TRUST","ANDRUS KERSTENBECK",""
"TRYLIKA","ARTŪRAS GUMBREVIČIUS",""
"TRYLIKA","ANATOLIJUS ROZUMAS",""
"TRYLIKA","VLADIMIRAS LAVRENTJEVAS",""
"TRYLIKA","ARIJUS SKORUPSKIS",""
"TRYLIKA","ВЛАДИМИР ЛАВРЕНТЬЕВ",""
"TRYLIKA","MARIUS KLUSAS",""
"TRĪS NO PĀRDAUGAVAS","FĒLIKSS ĒRMANIS",""
"TRĪS NO PĀRDAUGAVAS","MĀRTIŅŠ ĒRMANIS",""
"TRĪS NO PĀRDAUGAVAS","VILNIS BAUMANIS",""
"TSAR","БЕРКУТ, АРТУР",""
"TSÕDSÕPUJALEELO","MIHKEL SOON",""
"TSÕDSÕPUJALEELO","OLIVER PARREST",""
"TSÕDSÕPUJALEELO","LEANNE BARBO",""
"TSÕDSÕPUJALEELO","JAAK-ALBERT METSOJA",""
"TSÕDSÕPUJALEELO","MARTIN ELLERMAA",""
"TSÕDSÕPUJALEELO","TAAVI TATSI","https://et.wikipedia.org/wiki/Taavi_Tatsi"
"TSÕDSÕPUJALEELO","JÜRI METSSALU",""
"TSÕDSÕPUJALEELO","LEANNE BARBO",""
"TUKŠĀ MUCA","ANDRIS INDĀNS",""
"TUMSA","VALTERS FRĪDENBERGS","https://lv.wikipedia.org/wiki/Valters_Fr%C4%ABdenbergs"
"TUMSA","JĀNIS DAUGALIS",""
"TUMSA","MĀRIS ZONNENBERGS",""
"TUMSA","MĀRTIŅŠ FREIMANIS","https://lv.wikipedia.org/wiki/M%C4%81rti%C5%86%C5%A1_Freimanis"
"TUMSA","KASPARS BORODUŠKO",""
"TUMSA","NORMUNDS KALNIŅŠ",""
"TUMSA","HARALDS DREKSLERS",""
"TUMSA","FĒLIKSS ĶIĢELIS",""
"TUMSA","AIGARS ŠMITS",""
"TUMULUS","HARALD",""
"TUMULUS","VECHERNICA",""
"TUMULUS","IGRENY",""
"TUMULUS","ZUS OBMOROKH",""
"TUMULUS","VIGDIS",""
"TUMULUS","AL’VIRIUS",""
"TUMULUS","ОТТАР",""
"TUMULUS","ЫШ",""
"TUMULUS","ВЕЛИНГОР",""
"TUMULUS","КУРБАТ",""
"TUMULUS","КУЧМА",""
"TUMULUS","KARRY",""
"TUNE-L","MODRIS SKAISTKALNS",""
"TUNNETUSÜKSUS","RIVO LAASI",""
"TUNNETUSÜKSUS","ЭДУАРД АКУЛИН",""
"TUNNETUSÜKSUS","MART SOO",""
"TUNNETUSÜKSUS","TAAVI KERIKMÄE",""
"TUNNETUSÜKSUS","TANEL RUBEN",""
"TUNNETUSÜKSUS","MART SÜDA",""
"TUNNETUSÜKSUS","EDUARD AKULIN",""
"TURAIDAS ROZE","ALBERTS BARTAŠEVIČS",""
"TURAIDAS ROZE","MĀRĪTA VEISBERGA",""
"TURAIDAS ROZE","UĢIS ROZE","https://lv.wikipedia.org/wiki/U%C4%A3is_Roze"
"TURAIDAS ROZE","JURIS HELVIGS",""
"TURAIDAS ROZE","INDRS KARLSONIS",""
"TURAIDAS ROZE","EDMUNDS PUMPURS",""
"TURAIDAS ROZE","IMANTS KALNIŅŠ","https://lv.wikipedia.org/wiki/Imants_Kalni%C5%86%C5%A1"
"TURAIDAS ROZE","OLGA RAJECKA",""
"TURAIDAS ROZE","AIVARS GUDRAIS",""
"TURBODROM","СТАНИСЛАВ НИКОЛАЕНКО",""
"TURBODROM","АНТОН ГАВРИЛОВ",""
"TURBODROM","ЕГОР ПШЕНИЧНЫЙ",""
"TURBODROM","НИКИТА ВЛАСОВ 1",""
"TURBODROM","КОНСТАНТИН БУЛГАКИН",""
"TURBODROM","АЛЕКСАНДР НОДА",""
"TURBODROM","АЛЕКСЕЙ КОРОЛЕВ 1",""
"TURBODROM","СТАНИСЛАВ ИЛЬИН",""
"TURBOREANIMACIJA","KRISTINA ""PAUKŠTELIS""",""
"TURBOREANIMACIJA","JURGA STUNDŽINAITĖ",""
"TURBOREANIMACIJA","KASTYTIS MINKAUSKAS",""
"TURBOREANIMACIJA","TOMAS GRUDĖ",""
"TURBOREANIMACIJA","TOMAS VERBAITIS",""
"TURBOREANIMACIJA","DONATAS BUDRIKAS",""
"TURBOREANIMACIJA","LINAS KRIAUČIŪNAS",""
"TURIST","VELJO VINGISSAAR",""
"TURIST","AVO ULVIK",""
"TURIST","EERIK OLLE",""
"TURIST","ANDRUS KERSTENBECK",""
"TURIST","HARDI VOLMER",""
"TURIST","VILLU VESKI",""
"TURIST","ROALD JÜRLAU",""
"TUUK","MAIT VAIK",""
"TUULIKUSTIPEEP","TUULI RAND",""
"TUĻĻI LUM","JULGĪ STALTE","https://et.wikipedia.org/wiki/Julg%C4%AB_Stalte"
"TUĻĻI LUM","ALARI PIISPEA",""
"TUĻĻI LUM","TIIT KIKAS",""
"TUĻĻI LUM","JAAN SÖÖT","https://et.wikipedia.org/wiki/Jaan_S%C3%B6%C3%B6t"
"TUĻĻI LUM","TIIT KEVAD","https://et.wikipedia.org/wiki/Tiit_Kevad"
"TUĻĻI LUM","MEELIS UNT",""
"TUĻĻI LUM","TOOMAS RULL",""
"TUĻĻI LUM","TOOMAS LUNGE","https://et.wikipedia.org/wiki/Toomas_Lunge"
"TVANGESTE","ВАНО МАЙОРОВ",""
"TVANGESTE","НИКОЛАЙ КАЗЬМИН",""
"TVANGESTE","VICTORIA KOULBACHNAJA",""
"TVANGESTE","DIGITALMODEL",""
"TVANGESTE","НАТЮРЕЛЬ ЧИРВА",""
"TVANGESTE","МИХАИЛ ЧИРВА",""
"TWIGGYS","АЛЕКСЕЙ ЕВЛАНОВ",""
"TĀ TĀ TĀ","ARTIS DVARIONAS",""
"TĖTĖ ŠOKA BUGĮ","LINAS PEČIŪRA","https://lt.wikipedia.org/wiki/Linas_Pe%C4%8Di%C5%ABra"
"TĖTĖ ŠOKA BUGĮ","EGIDIJUS SIPAVIČIUS","https://lt.wikipedia.org/wiki/Egidijus_Sipavi%C4%8Dius"
"U.K.","ANNA LIECKALNIŅA",""
"U.K.","EGONS KRONBERGS",""
"U.K.","ROLANDS ŪDRIS",""
"UDUPASUN","CÄTLIN MÄGI",""
"UGN-UDN","АЛЕСЬ МIКУС",""
"UKR.TELE.KOM","ДЕНИС БАЛЬ",""
"UKR.TELE.KOM","ЄВГЕН БАЛЬ",""
"UKR.TELE.KOM","REANIMATION ROOTS",""
"UKR.TELE.KOM","ОЛЕКСIЙ ВОЛУСУНОВ",""
"UKR.TELE.KOM","ОЛЕКСАНДР КУЦЕНКО",""
"UKR.TELE.KOM","АНДРIЙ СЕЧКОВСКIЙ",""
"UKR.TELE.KOM","ВIТАЛIЙ ФЕСЕНКО",""
"UKR.TELE.KOM","ОЛЕКСАНДР ЧЕРНЕЦЬКИЙ",""
"UKR.TELE.KOM","СЕРГIЙ КЛЕЙН",""
"ULIS","СЕРГЕЙ КРАВЧЕНКО",""
"ULIS","СЯРГЕЙ КРАЎЧАНКА","https://be-tarask.wikipedia.org/wiki/%D0%A1%D1%8F%D1%80%D0%B3%D0%B5%D0%B9_%D0%9A%D1%80%D0%B0%D1%9E%D1%87%D0%B0%D0%BD%D0%BA%D0%B0_(%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B0)"
"ULIS","СЛАВА КОРАНЬ",""
"ULIS","ВАЛЕРЫ ЦIНIЦКI",""
"ULIS","ФЕЛIКС АКСЕНЦАЎ","https://be-tarask.wikipedia.org/wiki/%D0%A4%D1%8D%D0%BB%D1%96%D0%BA%D1%81_%D0%90%D0%BA%D1%81%D1%91%D0%BD%D1%86%D0%B0%D1%9E"
"ULIS","КIРЫЛ ШЭВАНДО",""
"ULIS","ТАЦЬЯНА МАРХЕЛЬ","https://be-tarask.wikipedia.org/wiki/%D0%A2%D0%B0%D1%86%D1%8C%D1%86%D1%8F%D0%BD%D0%B0_%D0%9C%D0%B0%D1%80%D1%85%D0%B5%D0%BB%D1%8C"
"ULIS","СЯРЖУК КIСЯЛЕЎ",""
"ULIS","IГАР МАСКАЛЕНКА",""
"ULIS","АЛЯКСЕЙ ПАЎЛОВIЧ",""
"ULIS","СЯРЖУК КНЫШ",""
"ULIS","АНДРЭЙ ПАТРЭЙ",""
"ULIS","ВАЛЕРИЙ ЦИНИЦКИЙ",""
"ULIS","ФЕЛИКС АКСЕНЦЕВ",""
"ULIS","АЛЕГ ДЗЕМIДОВIЧ",""
"ULIS","АЛЕГ ТУМАШОЎ",""
"ULIS","ВIКТАР САМАРУКАЎ",""
"ULIS","ПАВАЛ ЕРМАЧЭНКА",""
"ULIS","АЛЯКСАНДАР БЫКАЎ",""
"ULIS","ЛЯВОН ВОЛЬСКI",""
"ULIS","НАТАЛЬЯ КУНIЦКАЯ",""
"ULIS","КИРИЛЛ ШЕВАНДО",""
"ULJAS","LIINA LUIK",""
"ULJAS","LILY LUIK",""
"ULJAS","LEILA LUIK",""
"ULJAS","IVAR PAULSON",""
"ULJAS","REIGO KUIVJÕGI",""
"ULTIMA THULE","SILVI VRAIT","https://et.wikipedia.org/wiki/Silvi_Vrait"
"ULTIMA THULE","ANDRUS LILLEPEA",""
"ULTIMA THULE","TÕNIS MÄGI",""
"ULTIMA THULE","ВЯЧЕСЛАВ КОБРИН",""
"ULTIMA THULE","RAUL VAIGLA",""
"ULTIMA THULE","AARE PÕDER",""
"ULTIMA THULE","RIHO SIBUL",""
"ULTIMA THULE","JAAK AHELIK",""
"ULTRAMELANHOOL","RAUL SILLASTE",""
"ULTRAВОЖЫК","ВIКТАР КАВАЛЬСКI",""
"ULTRAВОЖЫК","ЯЎГЕН ДАЛЕВIЧ",""
"UMA","ROBERT JÜRJENDAL",""
"UMA2RMAH","АЛЕКСЕЙ КАПЛУН",""
"UMA2RMAH","СЕРГЕЙ СОЛОДКИН",""
"UMA2RMAH","ГЕННАДИЙ УЛЬЯНОВ",""
"UMA2RMAH","КРИСТОВСКИЙ, ВЛАДИМИР ЕВГЕНЬЕВИЧ","https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
"UMA2RMAH","КРИСТОВСКИЙ, СЕРГЕЙ ЕВГЕНЬЕВИЧ","https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
"UMA2RMAH","АЛЕКСАНДР АБРАМОВ",""
"UMA2RMAH","ЮРИЙ ТЕРЛЕЦКИЙ",""
"UMBRIACO","ГЛЕБ ВОЛКОВ",""
"UMBRIACO","MASTA BASS",""
"UMBRIACO","АССАИ",""
"UMMAMUUDU","MEELIS LUUGI",""
"UMMAMUUDU","TOOMAS LEISI",""
"UMMAMUUDU","TIMO VENDTI",""
"UMMAMUUDU","MEELIS LEISI",""
"UMMAMUUDU","JAANUS SALMI",""
"UMMAMUUDU","ANTTI PERLI",""
"UMMAMUUDU","AIN AAVIKSOO",""
"UMMAMUUDU","SULEV SALM",""
"UNA BOMBA","TÕNU PEDARU",""
"UNA BOMBA","TARVO HANNO VARRES",""
"UNDERDARK","AMORTH",""
"UNENÄOPÜÜDJAD","MAIT VAIK",""
"UNFORMAL","ИГОРЬ ГАРАНИН",""
"UNFORMAL","ФАРИДА ДЖАФАРОВА",""
"UNFORMAL","РУСТАМ АЛИЕВ",""
"UNFORMAL","РУСТАМ РЗАЕВ",""
"UNFORMAL","РУСТАМ МАМЕДОВ",""
"UNFORMAL","КЯЗИМОВА, ДИЛЯРА","https://ru.wikipedia.org/wiki/%D0%9A%D1%8F%D0%B7%D0%B8%D0%BC%D0%BE%D0%B2%D0%B0,_%D0%94%D0%B8%D0%BB%D1%8F%D1%80%D0%B0"
"UNFORMAL","ЕВГЕНИЙ МАНУХИН",""
"UNIA","АВАЛ МАМОНАЎ",""
"UNIA","ПАВАЛ ПАЛОНСКI",""
"UNIA","ПАВЕЛ ПОЛОНСКИЙ",""
"UNIA","САША ШАЙКО",""
"UNIA","СЯРЖУК БУРДЗЕЕЎ",""
"UNIA","ДАР’Я ТРУБIНА",""
"UNIA","МIКIТА ШАЛАМIЦКI",""
"UNIA","ВАСIЛЬ ЯРМОЛЕНКА",""
"UNIA","АЛЕГ ГРЫНЬКО",""
"UNION","RIHO KUUB",""
"UNION","AVO ULVIK",""
"UNIT ELEVEN","МАКСИМ ПРУДЕУС",""
"UNIT ELEVEN","ВОЛОДИМИР КРАВЧУК",""
"UNIVERSIDEATH","ЕВГЕНИЙ АРЕНОВ",""
"UNKLEBANZ","КУВАЛДIН МИРОСЛАВ ДЖОНОВИЧ",""
"UNTITLED","NOJUS JURKUS",""
"UNTITLED","KAROLIS JANČENKOVAS",""
"UNTITLED","VYTAUTAS SKUDAS",""
"UNTITLED","DOMAS ŽOSTAUTAS",""
"UNTITLED","MARIUS LEIBURAS",""
"UNTSAKAD","JAANUS JANTSON",""
"UNTSAKAD","ILMAR KALD",""
"UNTSAKAD","JAANUS PÕLDER",""
"UNTSAKAD","SULEV SALM",""
"UNTSAKAD","MAREK RÄTSEP",""
"UNTSAKAD","TAUNO UIBO",""
"UNTSAKAD","MARGUS PÕLDSEPP",""
"URBAN SYMPHONY","SANDRA NURMSALU","https://et.wikipedia.org/wiki/Sandra_Nurmsalu"
"URBAN SYMPHONY","SVEN LÕHMUS",""
"URBAN SYMPHONY","JOHANNA MÄNGEL","https://et.wikipedia.org/wiki/Johanna_M%C3%A4ngel"
"URBAN SYMPHONY","SILVIA ILVES","https://et.wikipedia.org/wiki/Silvia_Ilves"
"URBAN SYMPHONY","MANN HELSTEIN","https://et.wikipedia.org/wiki/Mann_Helstein"
"URBAN SYMPHONY","MARI MÖLDRE","https://et.wikipedia.org/wiki/Mari_M%C3%B6ldre_(muusik)"
"URLALAND","ОЛЕКСIЙ УСТIНОВ",""
"URLALAND","ЮРIЙ СЛОБОДЯНИК",""
"URSULA","OMAR NÕMM",""
"URSULA","KARL-GUNNAR ISAND",""
"URSULA","ANDREI OZDOBA","https://et.wikipedia.org/wiki/Andrei_Ozdoba"
"URSULA","MIHKEL MASSO",""
"URSULA","JOHANNES NAAN",""
"URT","SANDER",""
"URT","ARGOTH",""
"URT","OLIVER",""
"URT","PIMEDUS",""
"URT","THON",""
"USPLЕSK","ЮРЫЙ ШУСТ",""
"USS","MARTEN VILL",""
"UUS GENERATSIOON","ANDRUS KERSTENBECK",""
"UUS MAAILM","TAMUR MARJASOO",""
"UUS MAAILM","TOIVO NILSON",""
"UUS MAAILM","ANDRUS KERSTENBECK","https://et.wikipedia.org/wiki/Andrus_Kerstenbeck"
"UUS MAAILM","PEETER SAAR",""
"UUS MAAILM","JAANUS NÕGISTO",""
"UUS TALLINNA TRIO","MARRIT GERRETZ-TRAKSMANN",""
"UUS TALLINNA TRIO","HARRY TRAKSMANN",""
"UUS TALLINNA TRIO","KAIDO KELDER",""
"UUS WAEV","ANDRUS KERSTENBECK",""
"VAE SOLIS","АЛЕКСАНДР ГЛАВНЫЙ",""
"VAE SOLIS","ВЛАДИСЛАВ ШАХИН",""
"VAHE","HILLAR NORRALT",""
"VAHEMAANDUMINE","ILONA AASVERE",""
"VAIKO EPLIK JA ELIIT","AAPO ILVES","https://et.wikipedia.org/wiki/Aapo_Ilves"
"VAIKO EPLIK JA ELIIT","MADIS AESMA","https://et.wikipedia.org/wiki/Madis_Aesma"
"VAIKO EPLIK JA ELIIT","JAREK KASAR",""
"VAIKO EPLIK JA ELIIT","JAAN PEHK",""
"VAIKO EPLIK JA ELIIT","KRISTEL EPLIK",""
"VAIKO EPLIK JA ELIIT","RAUL SAAREMETS",""
"VAIKO EPLIK JA ELIIT","TAAVI TAMMEARU",""
"VAIKO EPLIK JA ELIIT","ERIK MORNA","https://et.wikipedia.org/wiki/Erik_Morna"
"VAIKO EPLIK JA ELIIT","LILI LIND",""
"VAIKO EPLIK JA ELIIT","VAIKO EPLIK",""
"VAIKO EPLIK JA ELIIT","EVELIN VÕIGEMAST","https://et.wikipedia.org/wiki/Evelin_V%C3%B5igemast"
"VAIRAS","JUVENTAS RADZYS",""
"VAIRAS","ROMAS ŠIAUDKULIS",""
"VAIRAS","VYTAUTAS MUNDINAS",""
"VAIRAS","ROLANDAS JANUŠAS",""
"VAIRAS","EDMONDAS ČIVINSKAS",""
"VALLATUD VESTID","TANEL PADAR",""
"VALLATUD VESTID","KASPAR KALLUSTE",""
"VALLATUD VESTID","DANEL PANDRE",""
"VALLATUD VESTID","JALMAR VABARNA","https://et.wikipedia.org/wiki/Jalmar_Vabarna"
"VALLATUD VESTID","OTT LEPLAND",""
"VALLATUD VESTID","TARVI KULL",""
"VALTERS UN KAŽA","VALTERS FRĪDENBERGS",""
"VALTERS UN KAŽA","KĀRLIS BŪMEISTERS","https://lv.wikipedia.org/wiki/K%C4%81rlis_B%C5%ABmeisters_(m%C5%ABzi%C4%B7is)"
"VANA TOOMAS","ARVED HAUG","https://et.wikipedia.org/wiki/Arved_Haug"
"VANA TOOMAS","TARMO PIHLAP",""
"VANA TOOMAS","IVO LINNA",""
"VANA TOOMAS","ANNE VELLI",""
"VANA TOOMAS","HEIDY TAMME",""
"VANA TOOMAS","MARJU LÄNIK",""
"VANAVIISI","ALO LOID",""
"VANAVIISI","ALEKSANDER VILIPERE",""
"VANAVIISI","RAIDO LILLEBERG","https://et.wikipedia.org/wiki/Raido_Lilleberg"
"VANAVIISI","OLAV SVERNS",""
"VANAVIISI","RIHO RÕÕMUS",""
"VANAVIISI","PRIIT LAID",""
"VANAVIISI","SULEV VÕRNO",""
"VANAVIISI","VALMOR LEISALU",""
"VANAVIISI","INDREK VESKIMÄE",""
"VANAVIISI","GUNNAR KRIIK",""
"VANDENYNAS","AINIS STORPIRŠTIS",""
"VANEMÕDE","ANDRUS KERSTENBECK",""
"VANEMÕDE","HENDRIK SAL-SALLER",""
